gene,expression
TCOF1,170
TCP1,1856
TCP10,0
TCP10L,21
TCP10L2,0
TCP11,0
TCP11L1,43
TCP11L2,19
TCP11X1,0
TCP11X2,0
TCRBV11S1A1T,0
TCTA,905
TCTE1,0
TCTE3,22
TCTEX1D1,3
TCTEX1D2,316
TCTEX1D4,0
TCTN1,438
TCTN2,66
TCTN3,358
TDG,263
TDGF1,2
TDH,3
TDO2,28
TDP1,127
TDP2,817
TDRD1,7
TDRD10,5
TDRD12,3
TDRD15,0
TDRD3,243
TDRD5,8
TDRD6,12
TDRD7,87
TDRD9,50
TDRG1,0
TDRKH,91
TDRP,300
TEAD1,297
TEAD2,253
TEAD3,90
TEAD4,158
TEC,39
TECPR1,238
TECPR2,139
TECR,987
TECRL,0
TECTA,0
TECTB,0
TEDDM1,0
TEF,331
TEFM,59
TEK,41
TEKT1,9
TEKT2,63
TEKT3,4
TEKT4,42
TEKT4P2,139
TEKT5,4
TELO2,88
TEN1,223
TEN1-CDK3,2
TENM1,3
TENM2,14
TENM3,11
TENM4,12
TEP1,80
TEPP,5
TERF1,315
TERF2,472
TERF2IP,1952
TERT,0
TES,777
TESC,680
TESK1,345
TESK2,20
TESPA1,2
TET1,16
TET2,159
TET3,64
TEX10,147
TEX101,0
TEX11,11
TEX12,2
TEX13A,0
TEX13B,0
TEX14,2
TEX15,0
TEX19,4
TEX2,251
TEX22,1
TEX26,0
TEX261,318
TEX264,192
TEX28,0
TEX29,9
TEX30,170
TEX33,0
TEX35,0
TEX36,0
TEX37,0
TEX38,0
TEX40,0
TEX41,1
TEX43,0
TEX9,17
TF,14
TFAM,222
TFAP2A,8
TFAP2B,0
TFAP2C,10
TFAP2D,0
TFAP2E,2
TFAP4,90
TFB1M,93
TFB2M,139
TFCP2,229
TFCP2L1,107
TFDP1,715
TFDP2,153
TFDP3,4
TFE3,402
TFEB,178
TFEC,14
TFF1,195
TFF2,101
TFF3,384
TFG,1479
TFIP11,158
TFPI,599
TFPI2,429
TFPT,113
TFR2,4
TFRC,1008
TG,4
TGDS,156
TGFA,118
TGFB1,224
TGFB1I1,281
TGFB2,122
TGFB3,119
TGFBI,1442
TGFBR1,157
TGFBR2,192
TGFBR3,719
TGFBR3L,524
TGFBRAP1,237
TGIF1,292
TGIF2,61
TGIF2LX,0
TGIF2LY,0
TGM1,8
TGM2,2142
TGM3,1
TGM4,0
TGM5,6
TGM6,0
TGM7,0
TGOLN2,1389
TGS1,155
TH,1
TH2LCRR,0
THADA,213
THAP1,131
THAP10,53
THAP11,347
THAP2,151
THAP3,131
THAP4,596
THAP5,249
THAP6,103
THAP7,205
THAP8,48
THAP9,27
THBD,495
THBS1,1079
THBS2,322
THBS3,29
THBS4,36
THCAT158,6
THEG,0
THEM4,173
THEM5,0
THEM6,414
THEMIS,0
THEMIS2,93
THG1L,105
THNSL1,77
THNSL2,128
THOC1,52
THOC2,217
THOC3,86
THOC5,164
THOC6,46
THOC7,961
THOP1,123
THPO,3
THRA,165
THRA1/BTR,7
THRAP3,721
THRB,213
THRB-IT1,5
THRSP,0
THSD1,14
THSD4,2
THSD7A,28
THTPA,251
THUMPD1,214
THUMPD2,109
THUMPD3,428
THY1,228
THYN1,514
TIA1,394
TIAF1,0
TIAL1,702
TIAM1,164
TIAM2,46
TICAM1,290
TICAM2,1
TICRR,1
TIE1,275
TIFA,137
TIFAB,0
TIGAR,134
TIGD1,3
TIGD2,20
TIGD3,14
TIGD4,1
TIGD5,116
TIGD6,71
TIGD7,54
TIGIT,2
TIMD4,0
TIMELESS,67
TIMM10,767
TIMM10B,596
TIMM13,919
TIMM17A,915
TIMM17B,1077
TIMM21,164
TIMM22,380
TIMM23,436
TIMM23B,81
TIMM44,169
TIMM50,329
TIMM8A,61
TIMM8B,1460
TIMM9,419
TIMMDC1,1072
TIMP1,14419
TIMP2,3443
TIMP3,1312
TIMP4,18
TINAG,0
TINAGL1,554
TINCR,10
TINF2,596
TIPARP,471
TIPIN,77
TIPRL,502
TIRAP,31
TISP43,0
TJAP1,146
TJP1,506
TJP2,371
TJP3,52
TK1,20
TK2,351
TKFC,244
TKT,3696
TKTL1,0
TKTL2,0
TLCD1,188
TLCD2,59
TLDC1,81
TLDC2,6
TLE1,477
TLE2,569
TLE3,108
TLE4,106
TLE6,69
TLK1,428
TLK2,244
TLL1,14
TLL2,26
TLN1,1109
TLN2,25
TLR1,20
TLR10,0
TLR2,7
TLR3,28
TLR4,0
TLR5,5
TLR6,0
TLR7,0
TLR8,1
TLR9,0
TLX1,3
TLX1NB,0
TLX2,0
TLX3,0
TM2D1,668
TM2D2,584
TM2D3,780
TM4SF1,3885
TM4SF18,53
TM4SF19,0
TM4SF19-TCTEX1D2,3
TM4SF20,0
TM4SF4,4555
TM4SF5,21
TM6SF1,12
TM6SF2,21
TM7SF2,336
TM7SF3,559
TM9SF1,307
TM9SF2,1729
TM9SF3,2160
TM9SF4,422
TMA16,210
TMA7,5694
TMBIM1,1772
TMBIM4,1262
TMBIM6,8331
TMC1,0
TMC2,0
TMC3,0
TMC4,285
TMC5,128
TMC6,87
TMC7,27
TMC8,2
TMCC1,371
TMCC2,140
TMCC3,531
TMCO1,1692
TMCO2,1
TMCO3,1539
TMCO4,134
TMCO5A,0
TMCO5B,0
TMCO6,60
TMED1,611
TMED10,5771
TMED2,4371
TMED3,4364
TMED4,1547
TMED5,570
TMED6,888
TMED7,1925
TMED7-TICAM2,11
TMED8,456
TMED9,4561
TMEFF1,0
TMEFF2,4
TMEM100,22
TMEM101,499
TMEM102,51
TMEM104,185
TMEM105,0
TMEM106A,77
TMEM106B,797
TMEM106C,649
TMEM107,309
TMEM108,74
TMEM109,1905
TMEM11,484
TMEM110,93
TMEM110-MUSTN1,5
TMEM114,0
TMEM115,511
TMEM116,72
TMEM117,28
TMEM119,78
TMEM120A,247
TMEM120B,55
TMEM121,106
TMEM123,1607
TMEM125,371
TMEM126A,355
TMEM126B,457
TMEM127,691
TMEM128,375
TMEM129,568
TMEM130,81
TMEM131,392
TMEM132A,457
TMEM132B,19
TMEM132D,69
TMEM133,28
TMEM134,709
TMEM135,213
TMEM136,148
TMEM138,389
TMEM139,20
TMEM140,60
TMEM141,1299
TMEM143,136
TMEM144,73
TMEM145,56
TMEM147,2498
TMEM14A,929
TMEM14B,719
TMEM14C,1182
TMEM14E,0
TMEM150A,119
TMEM150B,0
TMEM150C,90
TMEM151A,152
TMEM154,15
TMEM155,1
TMEM156,1
TMEM158,225
TMEM159,38
TMEM160,582
TMEM161A,190
TMEM161B,122
TMEM163,433
TMEM164,495
TMEM165,490
TMEM167A,1830
TMEM167B,772
TMEM168,132
TMEM169,31
TMEM17,268
TMEM170A,283
TMEM171,5
TMEM173,205
TMEM174,0
TMEM175,352
TMEM176A,2519
TMEM176B,2301
TMEM177,31
TMEM178A,5
TMEM178B,0
TMEM179,349
TMEM179B,784
TMEM18,234
TMEM180,17
TMEM181,634
TMEM182,40
TMEM183A,1000
TMEM184A,180
TMEM184B,627
TMEM184C,197
TMEM185A,177
TMEM185B,86
TMEM186,49
TMEM187,161
TMEM189,283
TMEM189-UBE2V1,0
TMEM19,205
TMEM190,2
TMEM191A,28
TMEM191B,0
TMEM191C,0
TMEM192,194
TMEM196,165
TMEM198,368
TMEM198B,91
TMEM199,341
TMEM2,395
TMEM200A,353
TMEM200B,4
TMEM200C,0
TMEM201,132
TMEM202,0
TMEM203,450
TMEM204,110
TMEM205,2244
TMEM206,49
TMEM207,0
TMEM208,3286
TMEM209,74
TMEM210,0
TMEM211,0
TMEM212,0
TMEM213,0
TMEM214,952
TMEM215,0
TMEM216,270
TMEM217,13
TMEM218,163
TMEM219,1855
TMEM220,104
TMEM221,1
TMEM222,425
TMEM223,201
TMEM225,0
TMEM229A,1
TMEM229B,83
TMEM230,1400
TMEM231,102
TMEM232,36
TMEM233,18
TMEM234,80
TMEM235,0
TMEM237,126
TMEM238,656
TMEM239,0
TMEM240,1
TMEM241,53
TMEM242,385
TMEM243,123
TMEM244,0
TMEM245,928
TMEM246,493
TMEM247,0
TMEM248,1513
TMEM249,3
TMEM25,280
TMEM251,366
TMEM252,0
TMEM254,164
TMEM255A,6
TMEM255B,103
TMEM256,1063
TMEM256-PLSCR3,402
TMEM257,0
TMEM258,5337
TMEM259,727
TMEM26,10
TMEM260,153
TMEM261,856
TMEM262,0
TMEM263,906
TMEM265,151
TMEM27,212
TMEM30A,2156
TMEM30B,273
TMEM30C,0
TMEM31,6
TMEM33,796
TMEM35,0
TMEM37,416
TMEM38A,122
TMEM38B,387
TMEM39A,462
TMEM39B,228
TMEM40,6
TMEM41A,316
TMEM41B,500
TMEM42,367
TMEM43,452
TMEM44,59
TMEM45A,320
TMEM45B,222
TMEM47,82
TMEM5,312
TMEM50A,989
TMEM50B,668
TMEM51,360
TMEM52,38
TMEM52B,0
TMEM53,145
TMEM54,792
TMEM55A,179
TMEM55B,709
TMEM56,137
TMEM56-RWDD3,4
TMEM57,543
TMEM59,4732
TMEM59L,202
TMEM60,548
TMEM61,162
TMEM62,221
TMEM63A,132
TMEM63B,376
TMEM63C,251
TMEM64,251
TMEM65,504
TMEM67,70
TMEM68,419
TMEM69,544
TMEM70,536
TMEM71,6
TMEM72,1
TMEM74,3
TMEM74B,136
TMEM78,0
TMEM79,70
TMEM80,224
TMEM81,37
TMEM82,4
TMEM86A,67
TMEM86B,104
TMEM87A,964
TMEM87B,472
TMEM88,84
TMEM88B,0
TMEM89,1
TMEM8A,609
TMEM8B,315
TMEM8C,0
TMEM9,1512
TMEM91,40
TMEM92,25
TMEM95,0
TMEM97,166
TMEM98,341
TMEM99,369
TMEM9B,1121
TMF1,564
TMIE,6
TMIGD1,0
TMIGD2,0
TMIGD3,8
TMLHE,67
TMOD1,3230
TMOD2,409
TMOD3,408
TMOD4,16
TMPO,345
TMPPE,6
TMPRSS11A,0
TMPRSS11B,2
TMPRSS11BNL,0
TMPRSS11D,0
TMPRSS11E,2
TMPRSS11F,0
TMPRSS12,0
TMPRSS13,13
TMPRSS15,0
TMPRSS2,122
TMPRSS3,13
TMPRSS4,51
TMPRSS5,3
TMPRSS6,46
TMPRSS7,0
TMPRSS9,0
TMSB10,8245
TMSB15A,9
TMSB15B,42
TMSB4X,22576
TMSB4Y,11
TMTC1,32
TMTC2,32
TMTC3,153
TMTC4,134
TMUB1,1053
TMUB2,479
TMX1,547
TMX2,1345
TMX2-CTNND1,0
TMX3,333
TMX4,1134
TNC,80
TNF,3
TNFAIP1,526
TNFAIP2,209
TNFAIP3,240
TNFAIP6,26
TNFAIP8,249
TNFAIP8L1,71
TNFAIP8L2,4
TNFAIP8L3,9
TNFRSF10A,15
TNFRSF10B,212
TNFRSF10C,10
TNFRSF10D,67
TNFRSF11A,289
TNFRSF11B,224
TNFRSF12A,2624
TNFRSF13B,0
TNFRSF13C,0
TNFRSF14,175
TNFRSF17,0
TNFRSF18,5
TNFRSF19,221
TNFRSF1A,1433
TNFRSF1B,51
TNFRSF21,2138
TNFRSF25,16
TNFRSF4,62
TNFRSF6B,0
TNFRSF8,2
TNFRSF9,0
TNFSF10,242
TNFSF11,1
TNFSF12,219
TNFSF12-TNFSF13,0
TNFSF13,11
TNFSF13B,51
TNFSF14,8
TNFSF15,12
TNFSF18,0
TNFSF4,22
TNFSF8,0
TNFSF9,0
TNIK,239
TNIP1,659
TNIP2,362
TNIP3,0
TNK1,109
TNK2,310
TNKS,452
TNKS1BP1,246
TNKS2,691
TNMD,0
TNN,2
TNNC1,11
TNNC2,3
TNNI1,0
TNNI2,2
TNNI3,0
TNNI3K,20
TNNT1,7
TNNT2,0
TNNT3,0
TNP1,0
TNP2,0
TNPO1,989
TNPO2,1038
TNPO3,502
TNRC18,1
TNRC6A,679
TNRC6B,596
TNRC6C,5
TNS1,409
TNS2,146
TNS3,947
TNS4,1
TNXB,4
TOB1,652
TOB2,346
TOE1,99
TOLLIP,1110
TOM1,461
TOM1L1,314
TOM1L2,406
TOMM20,2016
TOMM20L,0
TOMM22,1023
TOMM34,1227
TOMM40,505
TOMM40L,72
TOMM5,1721
TOMM6,26
TOMM7,9136
TOMM70A,994
TONSL,2
TOP1,1038
TOP1MT,86
TOP2A,18
TOP2B,766
TOP3A,19
TOP3B,81
TOPBP1,136
TOPORS,285
TOR1A,269
TOR1AIP1,491
TOR1AIP2,926
TOR1B,197
TOR2A,99
TOR3A,359
TOR4A,15
TOX,429
TOX2,65
TOX3,144
TOX4,611
TP53,306
TP53AIP1,3
TP53BP1,386
TP53BP2,241
TP53I11,758
TP53I13,734
TP53I3,78
TP53INP1,414
TP53INP2,353
TP53RK,187
TP53TG1,218
TP53TG3,0
TP53TG3B,0
TP53TG3C,0
TP53TG3D,0
TP53TG5,0
TP63,1
TP73,3
TPBG,119
TPBGL,15
TPCN1,286
TPCN2,48
TPD52,2852
TPD52L1,213
TPD52L2,437
TPD52L3,0
TPGS1,291
TPGS2,355
TPH1,8
TPH2,2
TPI1,3850
TPK1,96
TPM1,1922
TPM2,326
TPM3,2406
TPM3P9,30
TPM4,2509
TPMT,338
TPO,0
TPP1,381
TPP2,83
TPPP,364
TPPP2,0
TPPP3,2918
TPR,543
TPRA1,187
TPRG1,3
TPRG1L,742
TPRKB,255
TPRN,134
TPRX1,0
TPRXL,0
TPSAB1,66
TPSB2,189
TPSD1,0
TPSG1,1
TPST1,421
TPST2,178
TPT1,38111
TPTE,0
TPTE2,0
TPTE2P2,7
TPTE2P6,0
TPTEP1,7
TPX2,13
TRA2A,519
TRA2B,1452
TRABD,309
TRABD2A,3
TRABD2B,3
TRAC,12
TRADD,71
TRAF1,70
TRAF2,210
TRAF3,238
TRAF3IP1,118
TRAF3IP2,252
TRAF3IP3,5
TRAF4,327
TRAF5,48
TRAF6,122
TRAF7,709
TRAFD1,358
TRAIP,12
TRAJ1,0
TRAJ10,0
TRAJ11,0
TRAJ12,0
TRAJ13,0
TRAJ14,0
TRAJ16,0
TRAJ17,0
TRAJ18,0
TRAJ19,0
TRAJ2,0
TRAJ20,0
TRAJ21,0
TRAJ22,0
TRAJ23,0
TRAJ24,0
TRAJ25,0
TRAJ26,0
TRAJ27,0
TRAJ28,0
TRAJ29,0
TRAJ3,0
TRAJ30,0
TRAJ31,0
TRAJ32,0
TRAJ33,0
TRAJ34,0
TRAJ35,0
TRAJ36,0
TRAJ37,0
TRAJ38,0
TRAJ39,0
TRAJ4,0
TRAJ40,0
TRAJ41,0
TRAJ42,0
TRAJ43,0
TRAJ44,0
TRAJ45,0
TRAJ46,0
TRAJ47,0
TRAJ48,0
TRAJ49,0
TRAJ5,0
TRAJ50,0
TRAJ52,0
TRAJ53,0
TRAJ54,0
TRAJ56,0
TRAJ57,0
TRAJ58,0
TRAJ59,0
TRAJ6,0
TRAJ61,0
TRAJ7,0
TRAJ9,0
TRAK1,766
TRAK2,327
TRAM1,2322
TRAM1L1,31
TRAM2,129
TRANK1,0
TRAP1,655
TRAPPC1,1534
TRAPPC10,85
TRAPPC11,173
TRAPPC12,543
TRAPPC13,215
TRAPPC2,179
TRAPPC2B,161
TRAPPC2L,328
TRAPPC3,1048
TRAPPC3L,0
TRAPPC4,1154
TRAPPC5,1215
TRAPPC6A,341
TRAPPC6B,226
TRAPPC8,219
TRAPPC9,378
TRAT1,0
TRAV1-1,0
TRAV1-2,0
TRAV10,0
TRAV12-1,0
TRAV12-2,0
TRAV12-3,0
TRAV13-1,0
TRAV13-2,0
TRAV14DV4,0
TRAV16,0
TRAV17,0
TRAV18,0
TRAV19,0
TRAV2,0
TRAV20,0
TRAV21,0
TRAV22,0
TRAV23DV6,0
TRAV24,0
TRAV25,0
TRAV26-1,0
TRAV26-2,0
TRAV27,0
TRAV29DV5,0
TRAV3,0
TRAV30,0
TRAV34,0
TRAV36DV7,0
TRAV38-1,0
TRAV38-2DV8,0
TRAV39,0
TRAV4,0
TRAV40,0
TRAV41,0
TRAV5,0
TRAV6,0
TRAV7,0
TRAV8-1,0
TRAV8-2,0
TRAV8-3,0
TRAV8-4,0
TRAV8-6,0
TRAV8-7,0
TRAV9-1,0
TRAV9-2,0
TRBC2,2
TRBJ2-1,0
TRBJ2-2,0
TRBJ2-2P,0
TRBJ2-3,0
TRBJ2-4,0
TRBJ2-5,0
TRBJ2-6,0
TRBJ2-7,0
TRBV10-1,0
TRBV10-2,0
TRBV10-3,0
TRBV11-1,0
TRBV11-2,0
TRBV11-3,0
TRBV12-3,0
TRBV12-4,0
TRBV12-5,0
TRBV13,0
TRBV14,0
TRBV15,0
TRBV16,0
TRBV17,0
TRBV18,0
TRBV19,0
TRBV2,0
TRBV20-1,0
TRBV20OR9-2,0
TRBV21OR9-2,0
TRBV23-1,0
TRBV23OR9-2,0
TRBV24-1,0
TRBV25-1,6
TRBV27,0
TRBV28,0
TRBV29-1,0
TRBV3-1,0
TRBV30,0
TRBV4-1,0
TRBV4-2,0
TRBV5-1,0
TRBV5-3,0
TRBV5-4,0
TRBV5-5,0
TRBV5-6,0
TRBV5-7,0
TRBV6-1,0
TRBV6-4,0
TRBV6-5,0
TRBV6-6,0
TRBV6-7,0
TRBV6-8,0
TRBV7-1,0
TRBV7-3,0
TRBV7-4,0
TRBV7-6,0
TRBV7-7,0
TRBV7-9,0
TRBV9,0
TRDC,2
TRDD1,0
TRDD2,0
TRDD3,0
TRDJ1,0
TRDJ2,0
TRDJ3,0
TRDJ4,0
TRDMT1,39
TRDN,1
TRDV1,0
TRDV2,0
TRDV3,0
TREH,4
TREM1,8
TREM2,4
TREML1,0
TREML2,0
TREML3P,0
TREML4,1
TRERF1,51
TRERNA1,0
TREX1,82
TREX2,0
TRGC1,0
TRGC2,0
TRGJ1,0
TRGJ2,0
TRGJP,0
TRGJP1,0
TRGJP2,0
TRGV1,0
TRGV10,0
TRGV11,0
TRGV2,0
TRGV3,0
TRGV4,0
TRGV5,4
TRGV8,0
TRGV9,0
TRH,2
TRHDE,1
TRHR,0
TRIAP1,704
TRIB1,709
TRIB2,286
TRIB3,893
TRIL,32
TRIM10,0
TRIM11,189
TRIM13,317
TRIM14,69
TRIM15,4
TRIM16,81
TRIM16L,43
TRIM17,1
TRIM2,412
TRIM21,102
TRIM22,42
TRIM23,253
TRIM24,103
TRIM25,62
TRIM26,278
TRIM27,653
TRIM28,1374
TRIM29,23
TRIM3,76
TRIM31,6
TRIM32,90
TRIM33,391
TRIM34,0
TRIM35,115
TRIM36,4
TRIM37,247
TRIM38,126
TRIM39,151
TRIM39-RPP21,6
TRIM4,328
TRIM40,0
TRIM41,276
TRIM42,0
TRIM43,0
TRIM44,940
TRIM45,23
TRIM46,35
TRIM47,217
TRIM48,0
TRIM49,0
TRIM49B,0
TRIM49C,0
TRIM49D1,0
TRIM5,46
TRIM50,8
TRIM51,0
TRIM51HP,0
TRIM52,102
TRIM54,8
TRIM55,1
TRIM56,435
TRIM58,0
TRIM59,65
TRIM6,3
TRIM6-TRIM34,0
TRIM60,0
TRIM61,22
TRIM62,40
TRIM63,1
TRIM64,0
TRIM64B,0
TRIM65,7
TRIM66,44
TRIM67,0
TRIM68,109
TRIM69,68
TRIM7,19
TRIM71,3
TRIM72,3
TRIM73,15
TRIM74,0
TRIM77,0
TRIM8,355
TRIM9,168
TRIML1,0
TRIML2,0
TRIO,436
TRIOBP,229
TRIP10,329
TRIP11,555
TRIP12,651
TRIP13,8
TRIP4,165
TRIP6,298
TRIQK,484
TRIT1,155
TRMT1,130
TRMT10A,108
TRMT10B,55
TRMT10C,156
TRMT11,257
TRMT112,3861
TRMT12,130
TRMT13,50
TRMT1L,173
TRMT2A,143
TRMT2B,52
TRMT44,41
TRMT5,586
TRMT6,463
TRMT61A,97
TRMT61B,115
TRMU,225
TRNAU1AP,145
TRNP1,918
TRNT1,179
TRO,198
TROAP,3
TROVE2,600
TRPA1,0
TRPC1,70
TRPC2,0
TRPC3,1
TRPC4,35
TRPC4AP,702
TRPC5,0
TRPC5OS,0
TRPC6,41
TRPM1,0
TRPM2,31
TRPM3,189
TRPM4,54
TRPM5,54
TRPM6,8
TRPM7,235
TRPM8,0
TRPS1,128
TRPT1,370
TRPV1,30
TRPV2,72
TRPV3,6
TRPV4,21
TRPV5,0
TRPV6,82
TRRAP,176
TRUB1,196
TRUB2,99
TRY2P,0
TSACC,5
TSC1,112
TSC2,219
TSC22D1,4430
TSC22D2,139
TSC22D3,408
TSC22D4,530
TSEN15,376
TSEN2,71
TSEN34,508
TSEN54,168
TSFM,337
TSG101,888
TSGA10,166
TSGA10IP,0
TSGA13,0
TSHB,0
TSHR,1
TSHZ1,663
TSHZ2,384
TSHZ3,110
TSKS,0
TSKU,89
TSLP,45
TSN,775
TSNARE1,29
TSNAX,222
TSNAX-DISC1,0
TSNAXIP1,31
TSPAN1,827
TSPAN10,6
TSPAN11,2
TSPAN12,143
TSPAN13,3381
TSPAN14,316
TSPAN15,254
TSPAN16,0
TSPAN17,271
TSPAN18,4
TSPAN19,1
TSPAN2,839
TSPAN3,4026
TSPAN31,784
TSPAN32,1
TSPAN33,125
TSPAN4,221
TSPAN5,84
TSPAN6,151
TSPAN7,1270
TSPAN8,381
TSPAN9,228
TSPEAR,23
TSPO,818
TSPO2,4
TSPY1,0
TSPY10,0
TSPY2,0
TSPY3,0
TSPY4,0
TSPY8,0
TSPYL1,838
TSPYL2,1851
TSPYL4,451
TSPYL5,442
TSPYL6,0
TSR1,173
TSR2,868
TSR3,373
TSSC1,350
TSSC1-IT1,0
TSSC2,1
TSSC4,778
TSSK1B,0
TSSK2,0
TSSK3,0
TSSK4,2
TSSK6,2
TST,228
TSTA3,312
TSTD1,1639
TSTD2,191
TSTD3,80
TTBK1,12
TTBK2,30
TTC1,978
TTC12,40
TTC13,113
TTC14,382
TTC16,0
TTC17,335
TTC19,516
TTC21A,30
TTC21B,159
TTC22,4
TTC23,69
TTC23L,2
TTC25,47
TTC26,86
TTC27,63
TTC28,129
TTC29,1
TTC3,3492
TTC30A,97
TTC30B,66
TTC31,43
TTC32,123
TTC33,71
TTC34,4
TTC36,4
TTC37,432
TTC38,102
TTC39A,677
TTC39B,232
TTC39C,148
TTC4,18
TTC41P,0
TTC5,198
TTC6,0
TTC7A,88
TTC7B,419
TTC8,775
TTC9,158
TTC9B,2
TTC9C,230
TTF1,180
TTF2,45
TTI1,299
TTI2,91
TTK,5
TTL,240
TTLL1,62
TTLL10,4
TTLL11,6
TTLL11-IT1,0
TTLL12,314
TTLL13P,0
TTLL2,0
TTLL3,77
TTLL4,57
TTLL5,98
TTLL6,14
TTLL7,217
TTLL7-IT1,0
TTLL9,5
TTN,19
TTPA,0
TTPAL,139
TTR,47166
TTTY1,0
TTTY10,0
TTTY11,0
TTTY12,0
TTTY13,0
TTTY14,20
TTTY15,77
TTTY16,0
TTTY17A,0
TTTY17B,0
TTTY17C,0
TTTY18,0
TTTY19,0
TTTY1B,0
TTTY2,0
TTTY20,0
TTTY21,0
TTTY21B,0
TTTY22,0
TTTY23,0
TTTY23B,0
TTTY2B,0
TTTY3,0
TTTY3B,0
TTTY4,0
TTTY4B,0
TTTY4C,0
TTTY5,0
TTTY6,0
TTTY7,0
TTTY7B,0
TTTY8,0
TTTY8B,0
TTTY9B,0
TTYH1,52
TTYH2,37
TTYH3,203
TUB,81
TUBA1A,8359
TUBA1B,17482
TUBA1C,3369
TUBA3C,0
TUBA3D,2
TUBA3E,0
TUBA3FP,6
TUBA4A,1290
TUBA4B,356
TUBA8,85
TUBAL3,0
TUBB,7395
TUBB1,11
TUBB2A,696
TUBB2B,813
TUBB3,764
TUBB4A,7
TUBB4B,4796
TUBB6,536
TUBB8,0
TUBB8P12,0
TUBB8P7,62
TUBBP5,1
TUBD1,83
TUBE1,130
TUBG1,572
TUBG2,369
TUBGCP2,712
TUBGCP3,195
TUBGCP4,149
TUBGCP5,109
TUBGCP6,90
TUFM,1814
TUFT1,463
TUG1,670
TULP1,0
TULP2,0
TULP3,399
TULP4,348
TUNAR,443
TUSC1,386
TUSC2,674
TUSC3,2414
TUSC5,0
TUSC7,0
TUSC8,0
TUT1,239
TVP23A,5
TVP23B,374
TVP23C,26
TVP23C-CDRT4,13
TWF1,849
TWF2,520
TWIST1,19
TWIST2,20
TWISTNB,171
TWSG1,391
TXK,5
TXLNA,893
TXLNB,2
TXLNG,152
TXLNGY,132
TXN,3487
TXN2,1185
TXNDC11,931
TXNDC12,791
TXNDC15,659
TXNDC16,77
TXNDC17,1050
TXNDC2,2
TXNDC5,26
TXNDC8,0
TXNDC9,187
TXNIP,745
TXNL1,899
TXNL4A,1937
TXNL4B,88
TXNRD1,1031
TXNRD2,171
TXNRD3,145
TXNRD3NB,0
TYK2,434
TYMP,314
TYMS,23
TYMSOS,13
TYR,0
TYRO3,40
TYROBP,154
TYRP1,9
TYSND1,244
TYW1,158
TYW1B,34
TYW3,248
TYW5,78
U2AF1,87
U2AF1L4,234
U2AF1L5,42
U2AF2,1090
U2SURP,496
UACA,241
UAP1,461
UAP1L1,177
UBA1,2208
UBA2,751
UBA3,276
UBA5,401
UBA52,10587
UBA6,216
UBA7,6
UBAC1,266
UBAC2,461
UBALD1,367
UBALD2,756
UBAP1,319
UBAP1L,18
UBAP2,357
UBAP2L,858
UBASH3A,1
UBASH3B,41
UBB,7281
UBBP4,405
UBC,9196
UBD,16
UBE2A,1056
UBE2B,1038
UBE2C,35
UBE2D1,295
UBE2D2,1964
UBE2D3,3489
UBE2D4,216
UBE2DNL,0
UBE2E1,631
UBE2E2,109
UBE2E3,633
UBE2F,693
UBE2F-SCLY,0
UBE2G1,520
UBE2G2,440
UBE2H,1524
UBE2I,1540
UBE2J1,1195
UBE2J2,534
UBE2K,1300
UBE2L3,1709
UBE2L6,331
UBE2M,1081
UBE2N,1103
UBE2O,178
UBE2Q1,1509
UBE2Q2,170
UBE2Q2L,14
UBE2Q2P1,41
UBE2Q2P2,25
UBE2Q2P6,2279
UBE2QL1,779
UBE2R2,1148
UBE2S,492
UBE2T,70
UBE2U,1
UBE2V1,268
UBE2V2,977
UBE2W,436
UBE2Z,532
UBE3A,660
UBE3B,218
UBE3C,954
UBE3D,61
UBE4A,640
UBE4B,287
UBFD1,673
UBIAD1,204
UBL3,981
UBL4A,450
UBL4B,0
UBL5,5621
UBL7,499
UBLCP1,287
UBN1,588
UBN2,249
UBOX5,99
UBP1,342
UBQLN1,1347
UBQLN2,436
UBQLN3,0
UBQLN4,287
UBQLNL,5
UBR1,197
UBR2,270
UBR3,405
UBR4,904
UBR5,388
UBR7,226
UBTD1,159
UBTD2,181
UBTF,323
UBTFL1,0
UBXN1,953
UBXN10,60
UBXN11,36
UBXN2A,195
UBXN2B,219
UBXN4,847
UBXN6,1465
UBXN7,335
UBXN8,89
UCA1,363
UCHL1,9717
UCHL3,686
UCHL5,355
UCK1,252
UCK2,224
UCKL1,224
UCMA,0
UCN,30
UCN2,0
UCN3,2159
UCP1,0
UCP2,508
UCP3,3
UEVLD,49
UFC1,1493
UFD1L,596
UFL1,741
UFM1,1708
UFSP1,53
UFSP2,349
UGCG,735
UGDH,3476
UGGT1,538
UGGT2,229
UGP2,492
UGT1A1,0
UGT1A10,2
UGT1A3,0
UGT1A4,0
UGT1A5,0
UGT1A6,0
UGT1A7,0
UGT1A8,0
UGT1A9,0
UGT2A1,0
UGT2A2,0
UGT2A3,130
UGT2B10,0
UGT2B11,0
UGT2B15,86
UGT2B17,8
UGT2B28,0
UGT2B4,1
UGT2B7,5
UGT3A1,0
UGT3A2,0
UGT8,132
UHMK1,575
UHRF1,9
UHRF1BP1,119
UHRF1BP1L,192
UHRF2,154
UIMC1,252
ULBP1,4
ULBP2,55
ULBP3,1
ULK1,479
ULK2,122
ULK3,116
ULK4,24
ULK4P1,0
ULK4P2,0
ULK4P3,0
