"","acinar","activated-stellate","alpha","beta","delta","ductal","endothelial","epsilon","gamma","macrophage","mast","quiescent-stellate","schwann","t-cell"
"TSPAN18",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"TSPAN19",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TSPAN2",0,13,297,419,59,8,5,1,31,2,0,4,0,0
"TSPAN3",236,77,604,1969,383,411,98,11,137,10,2,83,5,0
"TSPAN31",45,19,112,378,89,41,33,5,30,6,2,22,2,0
"TSPAN32",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TSPAN33",12,1,40,45,12,4,1,0,7,2,0,1,0,0
"TSPAN4",4,19,31,60,16,31,23,1,8,4,0,24,0,0
"TSPAN5",10,5,2,44,9,4,3,0,1,0,0,5,0,1
"TSPAN6",26,10,19,15,7,32,29,0,5,0,0,8,0,0
"TSPAN7",12,5,165,769,190,2,26,10,84,0,0,6,1,0
"TSPAN8",4,0,11,26,16,302,3,3,8,0,0,8,0,0
"TSPAN9",2,45,9,106,8,14,32,0,0,0,0,12,0,0
"TSPEAR",0,0,0,16,6,1,0,0,0,0,0,0,0,0
"TSPO",175,49,67,46,41,283,85,6,19,17,5,23,0,2
"TSPO2",1,0,0,1,1,1,0,0,0,0,0,0,0,0
"TSPY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPY10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPY4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPYL1",35,16,91,471,83,67,22,2,27,4,0,18,2,0
"TSPYL2",22,35,125,1289,234,18,29,11,44,4,1,35,4,0
"TSPYL4",3,9,75,263,48,12,19,0,14,0,0,7,1,0
"TSPYL5",5,20,100,221,52,19,6,1,14,1,0,3,0,0
"TSPYL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSR1",21,12,20,51,21,20,9,0,3,4,0,12,0,0
"TSR2",27,23,102,494,103,38,19,4,28,6,1,20,2,1
"TSR3",31,14,74,153,26,26,21,4,12,3,2,7,0,0
"TSSC1",13,15,28,199,35,20,18,4,9,0,0,8,1,0
"TSSC1.IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSSC2",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TSSC4",44,32,76,386,66,59,43,8,22,12,0,30,0,0
"TSSK1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSSK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSSK4",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSSK6",0,0,1,0,0,0,0,0,0,1,0,0,0,0
"TST",48,5,14,18,10,110,13,1,2,5,0,2,0,0
"TSTA3",30,19,25,140,30,31,13,0,10,0,0,11,3,0
"TSTD1",153,4,222,792,237,124,10,17,66,1,4,5,2,2
"TSTD2",14,5,31,84,18,18,8,0,5,0,1,7,0,0
"TSTD3",2,0,14,49,7,0,0,0,8,0,0,0,0,0
"TTBK1",0,0,4,2,5,0,0,0,1,0,0,0,0,0
"TTBK2",1,0,4,14,4,3,1,0,2,0,0,0,1,0
"TTC1",54,35,177,423,81,87,46,4,22,9,8,30,2,0
"TTC12",5,0,11,17,3,2,1,1,0,0,0,0,0,0
"TTC13",4,8,26,51,7,10,3,1,2,0,0,1,0,0
"TTC14",12,11,36,215,37,21,12,0,22,4,5,7,0,0
"TTC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTC17",37,6,39,168,26,25,10,2,8,2,1,10,0,1
"TTC19",28,6,75,263,63,31,24,2,12,1,1,9,0,1
"TTC21A",1,0,3,15,5,0,3,0,2,1,0,0,0,0
"TTC21B",5,7,11,104,10,3,4,0,7,0,1,7,0,0
"TTC22",1,0,0,2,0,1,0,0,0,0,0,0,0,0
"TTC23",4,2,4,42,3,7,2,0,3,1,0,1,0,0
"TTC23L",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"TTC25",1,0,12,30,2,1,0,0,1,0,0,0,0,0
"TTC26",4,1,8,44,12,7,0,0,1,0,1,8,0,0
"TTC27",5,4,4,29,8,6,6,0,1,0,0,0,0,0
"TTC28",4,9,17,49,10,8,20,0,8,0,0,4,0,0
"TTC29",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TTC3",82,42,318,2201,490,133,58,17,113,7,3,25,2,1
"TTC30A",0,4,8,56,13,4,4,1,1,0,0,6,0,0
"TTC30B",2,0,5,39,8,5,5,0,1,0,0,1,0,0
"TTC31",4,5,4,17,3,4,2,0,2,0,0,2,0,0
"TTC32",1,0,11,76,17,3,0,1,8,0,0,6,0,0
"TTC33",3,5,14,33,3,3,3,1,1,0,0,5,0,0
"TTC34",0,0,0,3,0,0,0,0,0,0,1,0,0,0
"TTC36",0,0,2,2,0,0,0,0,0,0,0,0,0,0
"TTC37",16,7,41,226,56,21,18,6,19,3,0,19,0,0
"TTC38",17,4,17,28,8,11,7,1,6,1,0,2,0,0
"TTC39A",40,1,157,314,81,50,7,3,17,2,2,3,0,0
"TTC39B",14,8,14,127,32,16,2,1,5,1,0,12,0,0
"TTC39C",20,6,5,76,9,16,4,0,3,0,0,9,0,0
"TTC4",0,1,6,5,1,1,1,0,2,1,0,0,0,0
"TTC41P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTC5",8,9,28,111,11,12,9,0,2,6,0,2,0,0
"TTC6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTC7A",23,5,7,24,2,16,1,1,3,3,0,3,0,0
"TTC7B",8,20,42,275,34,8,13,2,4,1,0,12,0,0
"TTC8",1,33,125,461,99,18,7,0,20,0,1,9,1,0
"TTC9",11,0,14,26,22,35,48,0,2,0,0,0,0,0
"TTC9B",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"TTC9C",8,11,32,117,18,14,11,3,4,2,0,10,0,0
"TTF1",5,3,22,93,21,17,9,2,3,1,1,3,0,0
"TTF2",3,1,3,21,4,8,3,0,0,0,0,1,0,1
"TTI1",17,13,57,133,25,17,22,1,10,0,0,4,0,0
"TTI2",5,5,8,49,10,1,3,0,1,0,2,7,0,0
"TTK",0,0,1,2,0,2,0,0,0,0,0,0,0,0
"TTL",16,20,35,96,10,29,11,2,5,6,0,7,3,0
"TTLL1",4,2,9,29,8,2,1,3,4,0,0,0,0,0
"TTLL10",0,0,0,3,1,0,0,0,0,0,0,0,0,0
"TTLL11",0,0,1,2,1,2,0,0,0,0,0,0,0,0
"TTLL11.IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTLL12",31,20,51,91,47,28,5,0,30,3,0,8,0,0
"TTLL13P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTLL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTLL3",3,3,12,32,11,8,2,0,2,0,0,3,0,1
"TTLL4",7,0,6,22,8,9,1,0,0,3,0,1,0,0
"TTLL5",6,3,9,43,9,14,8,0,1,2,0,3,0,0
"TTLL6",0,0,0,7,4,0,0,2,1,0,0,0,0,0
"TTLL7",5,1,17,145,26,8,1,0,11,1,1,1,0,0
"TTLL7.IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTLL9",0,0,1,2,2,0,0,0,0,0,0,0,0,0
"TTN",0,0,0,3,6,4,0,2,4,0,0,0,0,0
"TTPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTPAL",11,11,13,41,22,20,6,2,3,2,1,5,2,0
"TTR",49,32,35595,8209,1413,191,200,146,1226,14,6,79,3,3
"TTTY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY14",0,3,2,8,1,3,0,0,3,0,0,0,0,0
"TTTY15",0,3,8,43,14,6,0,0,3,0,0,0,0,0
"TTTY16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY17A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY17B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY17C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY21B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY23B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY4C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTTY9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTYH1",2,0,0,0,2,45,0,0,0,0,0,3,0,0
"TTYH2",0,12,4,4,3,1,7,1,0,1,1,3,0,0
"TTYH3",10,30,8,22,6,50,32,1,4,31,1,6,2,0
"TUB",2,8,16,48,4,0,0,0,2,0,0,1,0,0
"TUBA1A",187,266,782,4194,1069,708,341,33,500,28,10,225,14,2
"TUBA1B",785,918,2051,8831,1705,847,829,61,477,113,30,794,39,2
"TUBA1C",576,281,193,1220,126,387,271,1,53,27,4,218,12,0
"TUBA3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBA3D",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"TUBA3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBA3FP",0,0,0,3,3,0,0,0,0,0,0,0,0,0
"TUBA4A",71,9,129,750,136,114,22,5,36,3,0,14,0,1
"TUBA4B",27,0,39,184,42,41,3,1,13,1,0,5,0,0
"TUBA8",2,0,8,48,18,1,0,0,6,2,0,0,0,0
"TUBAL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBB",918,547,745,2806,556,810,367,15,93,69,19,432,15,3
"TUBB1",0,0,0,0,10,0,0,0,1,0,0,0,0,0
"TUBB2A",111,12,3,332,102,62,14,5,36,3,1,13,2,0
"TUBB2B",40,0,3,598,104,15,8,10,31,0,1,3,0,0
"TUBB3",342,15,67,178,31,74,20,2,7,0,0,27,1,0
"TUBB4A",1,0,0,2,0,2,0,1,1,0,0,0,0,0
"TUBB4B",317,196,575,2363,313,465,159,10,62,27,7,292,9,1
"TUBB6",39,94,2,59,0,130,110,0,0,7,0,94,1,0
"TUBB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBB8P12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUBB8P7",18,4,6,19,5,3,1,0,1,0,0,5,0,0
"TUBBP5",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TUBD1",5,2,11,39,6,5,5,0,5,1,0,3,0,1
"TUBE1",3,5,12,70,17,6,4,0,5,0,0,8,0,0
"TUBG1",34,33,92,238,61,30,25,5,11,5,2,35,1,0
"TUBG2",5,9,66,214,28,9,13,2,6,0,0,16,1,0
"TUBGCP2",43,27,114,295,85,42,36,2,30,6,1,29,1,1
"TUBGCP3",14,14,26,81,20,13,13,0,4,2,3,5,0,0
"TUBGCP4",8,7,20,74,8,11,10,1,6,1,0,3,0,0
"TUBGCP5",4,6,12,62,9,4,2,0,3,1,1,5,0,0
"TUBGCP6",2,5,14,37,16,8,3,0,2,0,1,2,0,0
"TUFM",194,96,275,674,135,177,92,9,53,18,2,86,3,0
"TUFT1",29,1,38,257,30,83,5,4,14,0,0,1,1,0
"TUG1",37,21,94,285,92,53,35,4,19,7,2,21,0,0
"TULP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TULP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TULP3",12,21,42,210,40,27,15,1,12,1,0,13,2,3
"TULP4",14,11,59,171,47,13,14,0,13,3,0,1,2,0
"TUNAR",1,1,50,310,62,0,6,0,12,0,0,1,0,0
"TUSC1",10,13,40,195,32,21,24,0,16,2,0,32,1,0
"TUSC2",42,13,94,336,57,48,31,4,24,1,1,21,2,0
"TUSC3",28,39,540,1044,439,136,32,25,111,2,0,17,0,1
"TUSC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUSC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUSC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUT1",13,5,18,136,21,14,28,0,2,0,0,2,0,0
"TVP23A",0,0,0,0,0,1,0,0,0,4,0,0,0,0
"TVP23B",9,11,37,249,29,11,13,1,3,0,0,11,0,0
"TVP23C",2,0,1,15,5,1,1,0,1,0,0,0,0,0
"TVP23C.CDRT4",0,0,1,12,0,0,0,0,0,0,0,0,0,0
"TWF1",72,27,131,340,83,81,47,11,17,0,0,38,2,0
"TWF2",41,59,43,161,31,84,46,1,15,11,0,28,0,0
"TWIST1",0,4,0,0,0,0,0,0,0,0,0,15,0,0
"TWIST2",0,15,1,1,0,0,0,0,0,0,0,3,0,0
"TWISTNB",7,8,29,77,13,8,5,2,5,1,2,13,1,0
"TWSG1",11,42,31,191,26,26,29,0,13,1,0,20,1,0
"TXK",1,0,0,3,0,1,0,0,0,0,0,0,0,0
"TXLNA",40,28,127,432,100,62,39,2,38,5,1,17,2,0
"TXLNB",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"TXLNG",6,3,18,85,7,12,8,4,3,0,0,5,1,0
"TXLNGY",9,5,11,63,15,13,5,0,1,0,1,9,0,0
"TXN",531,184,249,1497,201,357,230,11,63,32,8,102,22,0
"TXN2",89,37,175,550,92,102,50,7,42,4,0,36,1,0
"TXNDC11",32,13,164,580,57,24,20,1,18,9,0,12,0,1
"TXNDC12",60,35,131,326,75,50,56,3,22,8,1,21,3,0
"TXNDC15",19,13,91,398,54,28,16,4,15,1,1,18,1,0
"TXNDC16",2,3,10,34,13,3,3,0,4,0,1,3,1,0
"TXNDC17",117,55,149,393,113,91,55,6,29,8,0,31,3,0
"TXNDC2",0,0,0,1,0,0,1,0,0,0,0,0,0,0
"TXNDC5",1,2,3,15,3,0,2,0,0,0,0,0,0,0
"TXNDC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXNDC9",17,7,27,79,10,15,16,1,5,2,0,8,0,0
"TXNIP",81,18,104,123,16,218,40,3,51,21,6,61,2,1
"TXNL1",64,51,103,403,79,80,38,7,22,7,5,38,2,0
"TXNL4A",107,64,284,966,220,105,64,10,50,6,1,55,4,1
"TXNL4B",10,2,12,30,9,6,9,0,2,2,0,4,2,0
"TXNRD1",122,40,51,396,59,139,130,6,10,28,4,30,14,2
"TXNRD2",21,3,31,58,16,17,5,2,12,2,0,4,0,0
"TXNRD3",7,9,18,85,11,4,3,1,5,0,0,2,0,0
"TXNRD3NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYK2",30,17,52,197,34,37,20,1,17,7,4,15,3,0
"TYMP",21,34,17,9,4,133,18,0,2,31,0,45,0,0
"TYMS",3,0,9,2,1,3,4,0,0,0,0,1,0,0
"TYMSOS",1,0,9,1,2,0,0,0,0,0,0,0,0,0
"TYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TYRO3",8,4,1,4,0,11,9,0,0,0,0,1,2,0
"TYROBP",0,4,1,1,1,0,1,0,0,136,10,0,0,0
"TYRP1",0,0,1,4,0,2,0,0,1,0,0,1,0,0
"TYSND1",24,8,27,107,29,15,5,1,22,2,0,4,0,0
"TYW1",16,4,23,71,14,12,6,2,2,0,1,7,0,0
"TYW1B",9,0,2,15,2,5,0,1,0,0,0,0,0,0
"TYW3",29,12,18,120,18,18,10,0,10,1,1,11,0,0
"TYW5",0,1,13,44,6,8,3,0,2,1,0,0,0,0
"U2AF1",7,2,15,41,10,2,1,1,5,1,0,2,0,0
"U2AF1L4",4,7,42,127,19,12,2,3,13,2,0,1,2,0
"U2AF1L5",4,4,7,13,5,4,3,0,1,0,0,1,0,0
"U2AF2",71,59,142,440,107,108,56,3,35,16,2,48,3,0
"U2SURP",41,20,59,183,74,48,27,3,12,3,4,19,3,0
"UACA",10,116,3,6,5,34,39,0,4,2,0,20,2,0
"UAP1",35,14,44,282,51,20,5,1,6,0,0,3,0,0
"UAP1L1",1,16,23,94,14,3,13,0,4,2,0,7,0,0
"UBA1",143,112,294,952,184,229,119,13,58,17,0,76,11,0
"UBA2",35,41,82,333,68,47,47,4,12,3,0,77,2,0
"UBA3",18,18,39,111,21,25,19,2,3,4,0,14,1,1
"UBA5",24,19,31,244,25,21,13,2,9,2,0,11,0,0
"UBA52",1394,517,1486,4198,920,821,429,55,254,41,13,424,28,7
"UBA6",14,5,29,93,21,25,17,0,8,2,0,2,0,0
"UBA7",1,3,0,1,0,0,1,0,0,0,0,0,0,0
"UBAC1",17,9,42,114,17,17,21,2,11,2,1,13,0,0
"UBAC2",27,19,65,220,38,42,15,2,8,4,2,18,0,1
"UBALD1",32,9,37,169,41,26,15,5,13,1,1,18,0,0
"UBALD2",106,44,55,157,50,148,97,3,19,6,1,67,2,1
"UBAP1",28,12,37,134,37,39,17,0,5,3,0,7,0,0
"UBAP1L",1,0,3,12,0,0,0,0,0,0,0,1,1,0
"UBAP2",44,14,50,142,30,39,17,1,10,1,0,9,0,0
"UBAP2L",47,48,90,396,98,69,43,3,26,7,1,29,1,0
"UBASH3A",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UBASH3B",2,14,0,0,0,14,1,0,0,4,2,4,0,0
"UBB",519,444,932,2751,549,550,621,41,315,52,10,489,4,4
"UBBP4",28,23,56,160,29,26,33,1,25,2,0,21,0,1
"UBC",760,387,845,4066,766,1009,533,29,260,70,13,419,35,4
"UBD",8,0,0,0,0,7,1,0,0,0,0,0,0,0
"UBE2A",21,41,157,504,127,68,48,7,31,5,1,43,3,0
"UBE2B",82,48,107,441,144,76,53,4,29,8,0,44,2,0
"UBE2C",0,1,33,1,0,0,0,0,0,0,0,0,0,0
"UBE2D1",18,17,20,102,37,55,16,3,8,7,0,10,2,0
"UBE2D2",116,64,302,914,197,139,98,17,49,4,3,57,3,1
"UBE2D3",233,133,508,1579,286,285,185,14,91,38,5,122,8,2
"UBE2D4",14,3,32,115,21,18,1,1,3,2,1,5,0,0
"UBE2DNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2E1",38,38,67,245,71,77,41,2,15,5,1,27,2,2
"UBE2E2",5,9,13,58,14,0,4,0,0,0,0,6,0,0
"UBE2E3",42,34,70,285,47,61,54,2,12,0,0,24,2,0
"UBE2F",73,28,62,324,64,42,35,5,28,7,0,23,1,1
"UBE2F.SCLY",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2G1",21,25,65,214,53,69,43,0,5,5,0,20,0,0
"UBE2G2",34,14,75,180,26,39,25,1,21,0,4,21,0,0
"UBE2H",108,37,205,787,104,168,29,10,38,5,1,29,2,1
"UBE2I",151,59,179,581,149,173,95,4,42,24,2,74,5,2
"UBE2J1",72,53,148,527,110,54,142,3,20,6,0,58,2,0
"UBE2J2",61,33,64,189,46,62,28,3,18,1,0,29,0,0
"UBE2K",70,65,164,559,130,111,77,7,35,17,4,59,2,0
"UBE2L3",192,97,243,610,154,149,109,8,63,3,3,76,2,0
"UBE2L6",29,33,62,87,27,30,37,1,9,3,0,12,0,1
"UBE2M",45,43,167,561,103,57,41,4,20,10,1,27,2,0
"UBE2N",66,47,164,465,116,96,47,4,30,1,2,63,2,0
"UBE2O",14,5,29,81,15,8,6,4,6,0,0,10,0,0
"UBE2Q1",58,50,170,799,156,91,89,7,52,3,3,31,0,0
"UBE2Q2",8,5,25,78,16,8,12,1,9,0,0,7,0,1
"UBE2Q2L",0,0,6,2,2,2,0,0,1,0,0,1,0,0
"UBE2Q2P1",9,0,11,11,3,1,3,0,3,0,0,0,0,0
"UBE2Q2P2",4,0,5,12,2,2,0,0,0,0,0,0,0,0
"UBE2Q2P6",358,67,204,1140,190,137,47,6,40,13,7,66,2,2
"UBE2QL1",0,0,125,471,144,6,12,4,13,1,0,3,0,0
"UBE2R2",111,47,145,470,93,118,63,3,38,20,2,35,2,1
"UBE2S",15,29,114,227,28,20,13,8,16,8,0,13,1,0
"UBE2T",2,5,19,28,3,6,5,0,0,0,0,2,0,0
"UBE2U",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2V1",44,19,32,93,19,18,16,1,8,2,1,12,3,0
"UBE2V2",40,39,161,497,88,56,31,7,22,1,2,32,1,0
"UBE2W",18,14,61,190,61,35,20,3,12,1,2,19,0,0
"UBE2Z",34,29,60,222,59,63,31,3,12,2,2,15,0,0
"UBE3A",37,18,91,281,79,72,29,3,16,2,2,30,0,0
"UBE3B",9,5,37,100,17,22,13,1,6,2,0,6,0,0
"UBE3C",28,36,134,523,62,78,38,3,14,5,0,32,1,0
"UBE3D",6,0,14,29,3,2,3,1,1,0,1,1,0,0
"UBE4A",26,12,83,348,62,37,30,1,14,2,1,22,1,1
"UBE4B",32,8,26,159,18,16,10,1,7,0,1,9,0,0
"UBFD1",26,46,75,344,77,40,29,2,15,2,2,13,2,0
"UBIAD1",12,15,26,78,24,10,13,1,11,1,0,12,1,0
"UBL3",26,18,130,565,107,62,18,10,23,4,1,16,1,0
"UBL4A",27,19,58,212,26,48,31,2,5,4,0,18,0,0
"UBL4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBL5",207,161,698,2961,601,365,201,40,191,26,5,156,9,0
"UBL7",40,37,67,187,36,48,39,1,12,9,1,20,2,0
"UBLCP1",30,14,30,99,33,29,28,1,11,1,1,10,0,0
"UBN1",17,18,108,278,49,36,35,2,21,6,0,17,1,0
"UBN2",15,5,19,142,32,13,11,0,7,0,1,4,0,0
"UBOX5",5,2,12,49,19,1,5,1,3,1,0,1,0,0
"UBP1",16,22,31,148,36,34,21,0,14,3,4,13,0,0
"UBQLN1",77,46,133,678,165,95,64,2,29,10,0,45,3,0
"UBQLN2",9,9,67,243,52,22,10,1,10,2,1,9,1,0
"UBQLN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBQLN4",41,12,20,89,27,48,29,1,6,2,1,11,0,0
"UBQLNL",0,0,0,2,0,0,0,0,3,0,0,0,0,0
"UBR1",9,9,15,106,21,10,9,1,5,3,0,9,0,0
"UBR2",23,5,28,129,22,22,10,2,20,1,1,7,0,0
"UBR3",11,14,36,231,48,23,16,0,12,4,0,10,0,0
"UBR4",44,43,117,389,89,113,42,5,31,11,2,17,1,0
"UBR5",24,15,43,184,31,37,25,0,16,2,0,11,0,0
"UBR7",14,6,39,90,33,17,21,0,3,1,0,2,0,0
"UBTD1",3,16,12,89,4,11,13,0,2,2,0,6,1,0
"UBTD2",13,14,22,61,15,42,6,0,3,0,0,5,0,0
"UBTF",32,18,38,124,42,20,21,1,13,3,1,9,0,1
"UBTFL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN1",86,52,94,388,70,95,72,4,12,5,3,68,3,1
"UBXN10",0,0,7,44,4,1,0,0,4,0,0,0,0,0
"UBXN11",0,0,4,23,2,2,0,0,4,0,0,1,0,0
"UBXN2A",14,4,42,66,13,21,19,2,4,2,0,8,0,0
"UBXN2B",17,0,26,90,30,32,4,2,8,3,0,7,0,0
"UBXN4",53,31,107,401,93,75,32,1,28,11,1,12,2,0
"UBXN6",105,60,177,729,118,115,48,13,57,6,0,37,0,0
"UBXN7",16,22,44,141,40,29,24,0,11,1,1,5,0,1
"UBXN8",2,6,3,35,8,10,19,1,1,0,0,4,0,0
"UCA1",6,0,1,1,0,355,0,0,0,0,0,0,0,0
"UCHL1",47,118,393,7375,1242,72,99,33,219,40,3,73,3,0
"UCHL3",82,10,83,320,53,96,17,0,14,4,1,6,0,0
"UCHL5",19,16,36,189,43,22,10,0,7,2,0,11,0,0
"UCK1",13,11,52,93,32,18,9,1,11,0,2,10,0,0
"UCK2",18,20,24,67,19,21,40,2,8,0,0,5,0,0
"UCKL1",16,9,42,90,16,22,10,1,13,1,0,4,0,0
"UCMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCN",4,1,5,16,1,0,0,0,2,1,0,0,0,0
"UCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCN3",7,5,252,1687,11,2,20,34,137,3,0,1,0,0
"UCP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCP2",21,4,65,179,166,14,0,7,18,29,0,5,0,0
"UCP3",2,0,0,1,0,0,0,0,0,0,0,0,0,0
"UEVLD",7,6,6,12,5,9,2,0,1,0,0,1,0,0
"UFC1",148,30,131,774,140,118,58,11,41,5,3,29,3,2
"UFD1L",47,25,73,258,56,49,32,4,14,8,1,27,1,1
"UFL1",30,32,55,463,65,36,14,1,16,1,2,26,0,0
"UFM1",80,69,265,881,190,100,51,5,25,9,1,31,1,0
"UFSP1",0,5,4,25,7,5,3,0,2,0,0,2,0,0
"UFSP2",23,8,30,177,40,24,17,0,13,2,0,12,3,0
"UGCG",79,35,23,105,30,324,20,0,3,12,0,103,1,0
"UGDH",1513,130,148,1205,143,134,40,2,64,7,2,87,1,0
"UGGT1",35,33,57,241,45,47,30,1,16,8,0,23,2,0
"UGGT2",10,18,19,120,22,12,12,1,5,0,0,9,1,0
"UGP2",39,21,42,222,42,75,11,5,17,4,0,12,2,0
"UGT1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A10",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"UGT1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT1A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2A3",16,0,8,1,0,105,0,0,0,0,0,0,0,0
"UGT2B10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2B11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2B15",54,0,1,0,0,31,0,0,0,0,0,0,0,0
"UGT2B17",5,0,0,0,0,3,0,0,0,0,0,0,0,0
